"","participant.code","participant.time_started","participant.visited","participant.payoff","Baillon.1.review_weather","Baillon.1.review_instructions","Baillon.1.window_width","Baillon.1.window_height","Baillon.1.browser","Baillon.2.review_weather","Baillon.2.review_instructions","Baillon.3.review_weather","Baillon.3.review_instructions","Baillon.4.review_weather","Baillon.4.review_instructions","Baillon.5.review_weather","Baillon.5.review_instructions","Baillon.6.review_weather","Baillon.6.review_instructions","MPP.1.review_weather","MPP.1.review_instructions","postBaillon.1.review_weather","postBaillon.1.review_instructions","postBaillon.2.review_weather","postBaillon.2.review_instructions","postBaillon.3.review_weather","postBaillon.3.review_instructions","postBaillon.4.review_weather","postBaillon.4.review_instructions","postBaillon.5.review_weather","postBaillon.5.review_instructions","postBaillon.6.review_weather","postBaillon.6.review_instructions","postMPP.1.review_weather","postMPP.1.review_instructions","terminate.1.Age","terminate.1.Gender","terminate.1.Education","terminate.1.Income","terminate.1.Usage"
"454","x4r689ml","2021-01-11 11:48:33.366439+00:00",1,10,1,3,16,9,"Chrome Test",1,2,1,4,2,3,1,2,1,1,2,4,2,0,1,0,1,0,1,0,1,0,2,0,2,0,36,"diverse","uni",64261,2
"455","9gsyfrzy","2021-01-11 11:48:33.394082+00:00",1,10,1,2,16,9,"Chrome Test",1,1,2,4,1,1,2,2,1,4,1,1,1,0,2,0,1,0,1,0,1,0,1,0,1,0,27,"diverse","uni",62158,0
"456","nvjd4pzr","2021-01-11 11:48:33.423325+00:00",1,10,2,4,16,9,"Chrome Test",2,4,1,4,2,3,1,3,1,4,2,2,1,0,1,0,2,0,2,0,1,0,1,0,1,0,19,"diverse","uni",59689,2
"457","40wuy46q","2021-01-11 11:48:33.453102+00:00",1,10,2,3,16,9,"Chrome Test",1,1,2,4,2,4,2,2,1,3,2,2,1,0,1,0,1,0,1,0,2,0,1,0,1,0,56,"diverse","uni",54198,4
"458","8w8ocxhm","2021-01-11 11:48:33.481199+00:00",1,0,1,3,16,9,"Chrome Test",1,1,2,3,1,1,1,2,2,4,1,2,2,0,2,0,2,0,1,0,1,0,1,0,2,0,40,"diverse","uni",32742,5
"459","k91251bl","2021-01-11 11:48:33.509735+00:00",1,0,1,1,16,9,"Chrome Test",2,4,1,3,1,1,2,1,2,2,2,2,2,0,2,0,2,0,1,0,2,0,2,0,2,0,51,"diverse","uni",33753,1
"460","07p28y4z","2021-01-11 11:48:33.538796+00:00",1,10,1,1,16,9,"Chrome Test",1,2,2,1,2,3,2,4,1,1,1,1,1,0,2,0,2,0,1,0,1,0,1,0,1,0,75,"diverse","uni",69882,3
"461","6nbqsojs","2021-01-11 11:48:33.569113+00:00",1,0,2,2,16,9,"Chrome Test",2,3,2,2,1,4,1,2,2,1,2,3,1,0,2,0,1,0,2,0,2,0,1,0,1,0,70,"diverse","uni",36926,1
"462","x7642z52","2021-01-11 11:48:33.596305+00:00",1,10,1,1,16,9,"Chrome Test",2,3,2,3,1,2,2,1,2,2,2,1,1,0,2,0,2,0,2,0,2,0,2,0,1,0,62,"diverse","uni",49074,5
"463","hxzcypzl","2021-01-11 11:48:33.625800+00:00",1,10,1,1,16,9,"Chrome Test",2,3,1,3,1,3,1,1,2,4,1,4,2,0,1,0,2,0,1,0,2,0,1,0,2,0,49,"diverse","uni",40210,3
"464","we4e270o","2021-01-11 11:48:33.655279+00:00",1,0,2,3,16,9,"Chrome Test",1,1,2,2,2,4,1,4,2,4,1,3,2,0,1,0,1,0,1,0,2,0,2,0,1,0,27,"diverse","uni",32407,1
"465","5kjt6ewh","2021-01-11 11:48:33.688567+00:00",1,10,2,4,16,9,"Chrome Test",2,3,2,3,2,3,2,2,1,2,2,1,1,0,2,0,2,0,2,0,2,0,1,0,2,0,54,"diverse","uni",58731,5
"466","ozid4gib","2021-01-11 11:48:33.720490+00:00",1,10,2,4,16,9,"Chrome Test",1,2,2,1,2,3,1,4,2,1,1,2,2,0,1,0,2,0,2,0,2,0,1,0,2,0,59,"diverse","uni",49759,2
"467","8wukrc0c","2021-01-11 11:48:33.748746+00:00",1,0,1,1,16,9,"Chrome Test",1,2,2,1,2,1,2,1,1,4,2,4,1,0,1,0,2,0,1,0,2,0,1,0,2,0,99,"diverse","uni",69445,2
"468","nk2bioqf","2021-01-11 11:48:33.776796+00:00",1,10,2,3,16,9,"Chrome Test",1,2,2,1,1,3,2,2,1,4,2,2,2,0,1,0,1,0,2,0,1,0,2,0,1,0,92,"diverse","uni",47316,5
"469","5pd0en0v","2021-01-11 11:48:33.806976+00:00",1,10,2,3,16,9,"Chrome Test",1,2,2,4,2,3,1,4,1,1,2,1,2,0,1,0,2,0,1,0,2,0,2,0,1,0,52,"diverse","uni",41826,1
"470","wja7mrzy","2021-01-11 11:48:33.836391+00:00",1,0,2,2,16,9,"Chrome Test",2,1,2,2,1,4,1,1,1,3,1,4,2,0,1,0,2,0,1,0,2,0,1,0,2,0,35,"diverse","uni",48001,0
"471","nug83chn","2021-01-11 11:48:33.863881+00:00",1,0,1,3,16,9,"Chrome Test",2,2,1,2,2,2,1,4,1,1,1,3,1,0,1,0,1,0,1,0,2,0,2,0,2,0,55,"diverse","uni",47827,1
"472","xl9uhbyc","2021-01-11 11:48:33.894532+00:00",1,10,2,1,16,9,"Chrome Test",2,3,2,4,2,2,2,3,2,4,2,3,2,0,2,0,1,0,1,0,2,0,1,0,2,0,28,"diverse","uni",35351,5
"473","a1s2wvgd","2021-01-11 11:48:33.923882+00:00",1,10,2,3,16,9,"Chrome Test",1,3,2,3,1,4,1,2,2,2,1,4,2,0,2,0,1,0,1,0,1,0,2,0,2,0,26,"diverse","uni",58580,5
"474","xl7dvnso","2021-01-11 11:48:33.953527+00:00",1,10,1,4,16,9,"Chrome Test",1,4,1,2,1,3,2,3,1,1,2,1,2,0,1,0,2,0,2,0,1,0,2,0,2,0,70,"diverse","uni",60262,2
"475","cw39o0u3","2021-01-11 11:48:33.981525+00:00",1,10,2,2,16,9,"Chrome Test",1,3,2,2,1,1,1,3,2,4,2,1,2,0,1,0,1,0,2,0,1,0,1,0,1,0,95,"diverse","uni",47361,4
"476","fl3up1xt","2021-01-11 11:48:34.009433+00:00",1,10,2,2,16,9,"Chrome Test",2,2,2,4,1,2,2,4,1,4,1,2,1,0,2,0,2,0,2,0,2,0,2,0,2,0,32,"diverse","uni",65476,0
"477","bvakobfw","2021-01-11 11:48:34.037166+00:00",1,10,2,2,16,9,"Chrome Test",1,3,2,1,1,4,1,3,1,2,2,3,2,0,1,0,2,0,2,0,1,0,1,0,1,0,97,"diverse","uni",46593,2
"478","3wzljpu3","2021-01-11 11:48:34.067680+00:00",1,10,2,2,16,9,"Chrome Test",2,3,1,4,2,3,2,2,2,3,1,3,2,0,2,0,2,0,1,0,1,0,1,0,2,0,63,"diverse","uni",30259,3
"479","iqyqum6l","2021-01-11 11:48:34.095895+00:00",1,10,2,1,16,9,"Chrome Test",1,2,1,3,1,2,2,2,1,4,2,1,1,0,2,0,2,0,1,0,1,0,2,0,1,0,52,"diverse","uni",53065,2
"480","c8wabi0w","2021-01-11 11:48:34.125144+00:00",1,10,2,2,16,9,"Chrome Test",2,4,1,1,2,3,2,1,2,2,2,4,2,0,1,0,1,0,2,0,1,0,2,0,1,0,32,"diverse","uni",31994,1
"481","72aa42qx","2021-01-11 11:48:34.154052+00:00",1,0,1,4,16,9,"Chrome Test",2,3,1,4,1,3,1,4,1,3,1,4,1,0,1,0,2,0,1,0,2,0,1,0,1,0,92,"diverse","uni",59828,2
"482","kwwq78ku","2021-01-11 11:48:34.182291+00:00",1,0,2,1,16,9,"Chrome Test",2,3,2,2,1,1,1,1,1,2,2,1,2,0,2,0,1,0,2,0,2,0,2,0,1,0,56,"diverse","uni",64210,2
"483","vgnthspb","2021-01-11 11:48:34.212857+00:00",1,10,2,1,16,9,"Chrome Test",1,3,1,3,2,2,1,3,2,1,2,4,2,0,1,0,2,0,1,0,1,0,1,0,2,0,85,"diverse","uni",55092,3
"484","aqgznajs","2021-01-11 11:48:34.240605+00:00",1,10,1,4,16,9,"Chrome Test",2,1,2,3,1,1,1,1,2,3,1,1,2,0,1,0,1,0,2,0,2,0,2,0,2,0,95,"diverse","uni",33152,2
"485","1gr01umd","2021-01-11 11:48:34.269935+00:00",1,10,2,3,16,9,"Chrome Test",2,2,1,4,1,2,2,1,1,4,2,4,1,0,1,0,1,0,2,0,2,0,2,0,2,0,31,"diverse","uni",65382,5
"486","5fys6e7o","2021-01-11 11:48:34.297549+00:00",1,10,1,4,16,9,"Chrome Test",2,2,2,4,2,3,1,1,2,1,1,3,1,0,2,0,1,0,2,0,1,0,2,0,2,0,21,"diverse","uni",44994,3
"487","7208mmrq","2021-01-11 11:48:34.325561+00:00",1,10,2,4,16,9,"Chrome Test",1,2,2,3,2,1,2,3,1,1,2,3,2,0,2,0,1,0,1,0,1,0,2,0,1,0,86,"diverse","uni",43322,0
"488","j9ridiw0","2021-01-11 11:48:34.353875+00:00",1,0,1,2,16,9,"Chrome Test",1,3,2,3,2,2,2,1,1,3,1,3,1,0,1,0,1,0,2,0,2,0,1,0,1,0,98,"diverse","uni",44548,5
"489","etnthyg1","2021-01-11 11:48:34.382401+00:00",1,0,1,4,16,9,"Chrome Test",2,3,2,1,1,4,2,2,2,1,1,2,1,0,1,0,1,0,2,0,1,0,1,0,2,0,91,"diverse","uni",43499,5
"490","4ilgqrn5","2021-01-11 11:48:34.410301+00:00",1,10,2,3,16,9,"Chrome Test",1,1,2,2,1,4,1,4,1,2,1,4,1,0,1,0,1,0,1,0,1,0,2,0,2,0,90,"diverse","uni",30274,5
"491","tcsufzto","2021-01-11 11:48:34.440560+00:00",1,0,2,4,16,9,"Chrome Test",1,1,1,2,2,4,2,4,1,2,1,1,2,0,1,0,1,0,2,0,2,0,1,0,2,0,19,"diverse","uni",50896,4
"492","b2fmfvxp","2021-01-11 11:48:34.470410+00:00",1,10,1,1,16,9,"Chrome Test",2,1,2,4,1,1,1,4,1,2,2,3,2,0,2,0,1,0,2,0,1,0,2,0,1,0,76,"diverse","uni",40588,1
"493","3e7ov263","2021-01-11 11:48:34.498228+00:00",1,10,2,1,16,9,"Chrome Test",1,2,1,1,1,1,2,2,2,2,2,2,2,0,1,0,1,0,1,0,1,0,2,0,1,0,90,"diverse","uni",40842,2
"494","2smk4vr0","2021-01-11 11:48:34.525281+00:00",1,10,1,3,16,9,"Chrome Test",2,4,2,2,1,3,1,1,1,4,2,2,2,0,2,0,2,0,2,0,2,0,1,0,2,0,25,"diverse","uni",63598,3
"495","j1c1laza","2021-01-11 11:48:34.553692+00:00",1,10,1,4,16,9,"Chrome Test",1,2,2,4,1,4,1,1,2,3,2,3,1,0,2,0,1,0,1,0,1,0,1,0,2,0,63,"diverse","uni",32955,2
"496","n5crvsa7","2021-01-11 11:48:34.582896+00:00",1,10,2,3,16,9,"Chrome Test",2,1,1,3,2,3,1,3,2,2,1,2,2,0,1,0,2,0,1,0,1,0,1,0,1,0,49,"diverse","uni",69209,2
"497","1okzjyi2","2021-01-11 11:48:34.612088+00:00",1,10,2,4,16,9,"Chrome Test",1,2,2,4,1,4,2,3,1,3,1,3,1,0,2,0,2,0,2,0,2,0,1,0,1,0,65,"diverse","uni",32800,2
"498","q4yyy5w9","2021-01-11 11:48:34.639241+00:00",1,0,1,4,16,9,"Chrome Test",2,4,2,4,1,3,1,1,2,3,1,4,2,0,2,0,2,0,1,0,2,0,2,0,2,0,74,"diverse","uni",30782,0
"499","8k6lkvbt","2021-01-11 11:48:34.668925+00:00",1,10,2,4,16,9,"Chrome Test",1,1,2,3,1,1,1,1,1,1,1,2,1,0,2,0,1,0,1,0,2,0,2,0,2,0,60,"diverse","uni",68456,4
"500","5jwkvg8x","2021-01-11 11:48:34.698690+00:00",1,10,1,1,16,9,"Chrome Test",1,1,2,1,2,2,1,1,2,2,1,3,2,0,2,0,2,0,1,0,2,0,1,0,1,0,75,"diverse","uni",50012,2
